Gender,AgeGroup,MonthlyIncome,LoanAmount,RepaymentStatus
1,2,43,254,X
0,4,35,409,X
1,4,29,327,X
0,4,44,89,T
0,3,70,401,X
1,2,40,182,T
0,1,13,418,X
1,3,35,135,T
1,2,45,199,T
1,4,24,192,X
0,3,59,461,X
0,4,32,87,T
0,4,18,258,X
0,4,33,250,X
1,3,47,478,X
1,2,45,130,T
1,1,19,384,X
1,4,21,226,X
0,2,32,149,T
1,1,14,117,X
0,2,32,433,X
1,3,77,133,T
1,3,43,391,X
1,4,27,456,X
1,2,36,413,X
0,2,32,195,X
0,2,25,153,X
0,4,56,97,T
1,2,44,84,T
1,4,38,157,T
0,3,176,333,T
0,4,46,325,X
0,2,41,393,X
0,3,58,474,X
0,4,47,660,X
0,1,12,162,X
0,2,44,341,X
0,1,11,384,X
1,4,49,171,T
1,4,44,403,X
1,1,17,214,X
1,4,36,182,X
1,1,6,120,X
0,3,67,201,T
0,4,53,241,T
0,3,56,224,T
1,2,38,89,T
0,2,26,497,X
1,4,51,236,T
0,4,37,294,X
0,1,9,294,X
0,2,50,381,X
0,3,37,162,T
0,1,20,348,X
1,3,62,247,T
1,2,31,369,X
0,2,35,358,X
0,4,53,439,X
1,2,190,194,T
0,2,46,217,T
0,2,15,204,X
1,2,30,399,X
1,3,51,242,T
1,4,28,172,X
0,4,25,397,X
1,4,18,491,X
1,1,8,450,X
1,4,49,335,X
1,4,40,93,T
0,1,10,213,X
0,2,44,328,X
0,4,40,216,X
0,1,9,401,X
1,1,15,405,X
1,1,10,168,X
0,2,15,204,X
0,1,8,350,X
0,4,37,240,X
0,1,17,235,X
1,1,10,476,X
0,3,41,444,X
0,4,21,391,X
1,3,61,400,X
1,1,16,337,X
1,3,27,235,X
0,1,8,365,X
1,4,36,214,X
1,4,20,180,X
1,1,7,298,X
0,2,26,482,X
1,4,23,467,X
1,1,11,163,X
1,2,41,300,X
1,3,40,307,X
1,1,10,215,X
1,1,170,131,T
1,1,12,272,X
0,4,27,469,X
1,4,59,478,X
0,4,52,308,X
1,2,15,404,X
0,3,48,426,X
1,1,15,464,X
1,3,151,317,T
0,4,60,95,T
0,4,55,403,X
0,1,17,432,X
1,4,46,340,X
1,4,27,54,T
0,3,61,229,T
0,2,16,109,X
0,4,44,231,X
0,1,6,349,X
1,1,5,303,X
1,2,16,412,X
1,3,30,448,X
1,3,67,372,X
1,4,59,196,T
0,4,32,193,X
0,4,44,196,T
0,1,13,307,X
1,2,28,249,X
1,2,26,79,T
1,4,53,411,X
1,1,14,406,X
0,2,46,254,X
0,3,77,174,T
0,2,187,93,T
1,2,33,277,X
1,4,21,390,X
0,3,56,438,X
1,1,14,417,X
0,4,34,203,X
1,1,19,138,X
1,4,17,386,X
1,2,17,155,X
0,3,55,421,X
1,2,24,363,X
1,3,72,293,T
1,3,33,129,T
1,1,10,261,X
1,3,57,449,X
1,4,15,289,X
1,1,15,333,X
0,1,16,58,T
0,3,30,314,X
1,1,17,114,X
1,3,55,152,T
0,4,57,217,T
1,1,128,108,T
0,1,10,144,X
1,1,17,385,X
0,4,43,389,X
0,4,20,222,X
1,3,64,329,X
0,2,41,184,T
0,2,41,214,X
0,4,30,499,X
0,2,47,98,T
1,1,14,315,X
1,2,31,50,T
0,2,16,469,X
0,3,38,383,X
0,2,37,257,X
1,3,42,227,X
0,4,26,469,X
1,3,32,112,T
0,3,77,194,T
0,2,46,378,X
0,2,26,160,X
0,2,24,360,X
1,3,45,352,X
0,2,31,283,X
1,1,7,374,X
1,2,30,62,T
0,4,53,106,T
1,2,47,337,X
1,4,57,220,T
0,1,9,50,X
1,1,16,258,X
0,3,63,372,X
0,4,23,106,T
1,4,50,418,X
1,3,20,196,X
1,2,138,442,T
0,3,31,272,X
0,1,12,256,X
0,3,176,327,T
1,3,55,367,X
1,4,45,67,T
1,1,6,434,X
1,3,67,425,X
1,1,17,479,X
0,2,24,320,X
0,4,45,488,X
0,1,6,366,X
1,3,27,470,X
1,4,15,461,X
1,2,49,124,T
0,3,38,85,T
1,1,11,347,X
1,1,8,468,X
0,4,38,452,X
1,1,11,218,X
1,2,39,463,X
1,4,36,244,X
1,4,31,121,T
1,3,32,252,X
0,2,26,260,X
1,1,6,165,X
1,3,33,198,X
0,4,48,454,X
0,4,50,403,X
1,1,10,74,X
1,4,150,398,T
1,4,50,100,T
0,3,41,52,T
1,4,38,421,X
1,3,62,425,X
0,4,31,470,X
1,3,65,380,X
0,1,17,363,X
0,4,23,61,T
1,3,168,152,T
0,4,43,473,X
1,2,17,184,X
1,2,25,310,X
0,2,43,183,T
0,4,109,129,T
0,1,10,121,X
0,3,50,262,X
0,3,61,414,X
